date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,UpperBB,LowerBB,volatility,rsi,macd
2017-06-13,2680.909912,2789.040039,2650.379883,2717.02002,2717.02002,1781200000.0,1781200000.0,36.11011,1.347,2718.81331,"June 13, 17",0.01347,3042.534185002529,1026.466195837472,197.05752318916183,60.95026689743895,233.06128154627913
2017-06-14,2716.879883,2786.830078,2412.939941,2506.370117,2506.370117,1696560000.0,1696560000.0,-210.50977,-7.748,2568.71338,"June 14, 17",-0.07748,3051.0432492841123,1067.592336635888,173.01207304875877,52.21344356212053,201.1549482577857
2017-06-15,2499.580078,2534.709961,2212.959961,2464.580078,2464.580078,2026259968.0,2026259968.0,-35.0,-1.4,2404.08333,"June 15, 17",-0.014,3055.2010226991806,1110.77456810082,166.97916548869418,50.661928984369915,170.5310663792484
2017-06-16,2469.570068,2539.919922,2385.149902,2518.560059,2518.560059,1195190016.0,1195190016.0,48.98999,1.984,2481.20996,"June 16, 17",0.01984,3061.2193715639887,1152.789422396011,164.53504867112824,52.6203670859326,148.90071790598677
2017-06-17,2514.01001,2685.189941,2484.959961,2655.879883,2655.879883,1534509952.0,1534509952.0,141.86987,5.643,2608.6766,"June 17, 17",0.05643,3072.5019639297275,1195.0828261502725,157.48861181587486,57.267365713674884,141.2112773653289
2017-06-18,2655.350098,2662.100098,2516.330078,2548.290039,2548.290039,1178659968.0,1178659968.0,-107.06006,-4.032,2575.5734,"June 18, 17",-0.04032,3074.2484323362937,1242.3963577437066,154.56748197248504,52.89033221305658,124.99487596891186
2017-06-19,2549.030029,2662.850098,2549.030029,2589.600098,2589.600098,1446840064.0,1446840064.0,40.57007,1.592,2600.49341,"June 19, 17",0.01592,3076.448565418389,1289.8646279816112,157.4423409756787,54.333573401513654,114.16066447064895
2017-06-20,2591.26001,2763.449951,2589.820068,2721.790039,2721.790039,1854189952.0,1854189952.0,130.53003,5.037,2691.68669,"June 20, 17",0.05037,3087.5395521352975,1330.7812437847024,151.00955791705704,58.69436609542812,114.91641241393972
2017-06-21,2709.429932,2772.01001,2660.399902,2689.100098,2689.100098,1626579968.0,1626579968.0,-20.32983,-0.75,2707.17,"June 21, 17",-0.0075,3094.792509973704,1372.9794920262964,150.54151331387297,57.238710400250824,111.59118929926535
2017-06-22,2691.030029,2723.73999,2642.360107,2705.409912,2705.409912,1097939968.0,1097939968.0,14.37988,0.534,2690.50334,"June 22, 17",0.00534,3101.8371852224354,1414.5476146175642,147.0322081583186,57.80103055173767,109.01533083279128
2017-06-23,2707.340088,2765.169922,2706.370117,2744.909912,2744.909912,961318976.0,961318976.0,37.56982,1.388,2738.81665,"June 23, 17",0.01388,3110.7788287571293,1453.895565802871,142.8251961257081,59.20036617150719,108.90586530113387
2017-06-24,2738.52002,2757.939941,2583.189941,2608.719971,2608.719971,982750016.0,982750016.0,-129.80005,-4.74,2649.94995,"June 24, 17",-0.0474,3109.670817437607,1497.1343779223926,121.38631454859164,52.7103129498342,96.7148543882845
2017-06-25,2607.25,2682.26001,2552.120117,2589.409912,2589.409912,1161100032.0,1161100032.0,-17.84009,-0.684,2607.93001,"June 25, 17",-0.00684,3106.0580171731676,1541.1715727068326,86.47073385672047,51.84248638530772,84.52092541225375
2017-06-26,2590.570068,2615.25,2376.290039,2478.449951,2478.449951,1663280000.0,1663280000.0,-112.12012,-4.328,2489.99666,"June 26, 17",-0.04328,3096.081490120503,1586.4176993594974,93.28076353174262,47.04896371613583,65.15256906451123
2017-06-27,2478.449951,2552.449951,2332.98999,2552.449951,2552.449951,1489789952.0,1489789952.0,74.0,2.986,2479.29663,"June 27, 17",0.02986,3093.442105492597,1622.2210829874032,89.32185434522894,50.34635300814901,55.13858538392151
2017-06-28,2553.030029,2603.97998,2484.419922,2574.790039,2574.790039,1183869952.0,1183869952.0,21.76001,0.852,2554.39665,"June 28, 17",0.00852,3091.324588812953,1657.115801827047,85.97796373726314,51.331679060438574,48.44662700871413
2017-06-29,2567.560059,2588.830078,2510.47998,2539.320068,2539.320068,949979008.0,949979008.0,-28.23999,-1.1,2546.21004,"June 29, 17",-0.011,3087.4068093114984,1691.1211838485015,79.27692824914635,49.64713024460422,39.82202800809546
2017-06-30,2539.23999,2559.25,2478.429932,2480.840088,2480.840088,860273024.0,860273024.0,-58.3999,-2.3,2506.17334,"June 30, 17",-0.023,3082.76913827386,1721.0496605661397,82.8429533765325,46.91357577495894,27.945981634299187
2017-07-01,2492.600098,2515.27002,2419.22998,2434.550049,2434.550049,779913984.0,779913984.0,-58.05005,-2.329,2456.35002,"July 01, 17",-0.02329,3068.3000667954766,1763.9311344045234,92.32320140052732,44.81039145786241,14.63026148805693
2017-07-02,2436.399902,2514.280029,2394.840088,2506.469971,2506.469971,803747008.0,803747008.0,70.07007,2.876,2471.86336,"July 02, 17",0.02876,3058.407697995659,1801.8859006843406,94.27486147731778,48.66135613545709,9.768192342276052
2017-07-03,2498.560059,2595.0,2480.469971,2564.060059,2564.060059,964112000.0,964112000.0,65.5,2.622,2546.51001,"July 03, 17",0.02622,3048.358185661985,1842.1414140180148,94.45081520771129,51.57518100294505,10.441641571738728
2017-07-04,2561.0,2631.590088,2559.350098,2601.639893,2601.639893,985516032.0,985516032.0,40.63989,1.587,2597.52669,"July 04, 17",0.01587,3031.492509571358,1893.535483668642,86.78061415877349,53.43252991542342,13.848101183747985
2017-07-05,2602.870117,2622.649902,2538.550049,2601.98999,2601.98999,941566016.0,941566016.0,-0.88013,-0.034,2587.72998,"July 05, 17",-0.00034,3009.7932869364004,1949.9363078635988,81.43807580529626,53.450442541558786,16.387094644054287
2017-07-06,2608.100098,2616.719971,2581.689941,2608.560059,2608.560059,761956992.0,761956992.0,0.45996,0.018,2602.32332,"July 06, 17",0.00018,2992.9406754878146,1997.5677230321855,73.37424924084401,53.80952588647735,18.713695085672953
2017-07-07,2608.590088,2916.139893,2498.870117,2518.659912,2518.659912,917411968.0,917411968.0,-89.93018,-3.447,2644.55664,"July 07, 17",-0.03447,2973.7409430200432,2041.9678510199567,53.93504450921594,48.31719635706908,13.151747009041173
2017-07-08,2520.27002,2571.340088,2492.310059,2571.340088,2571.340088,733329984.0,733329984.0,51.07007,2.026,2544.99675,"July 08, 17",0.02026,2960.817645557135,2078.236353562865,51.69921687638346,51.44475234524531,12.84662512553723
2017-07-09,2572.610107,2635.48999,2517.590088,2518.439941,2518.439941,527856000.0,527856000.0,-54.17017,-2.106,2557.17334,"July 09, 17",-0.02106,2951.282627365283,2105.119770194717,50.509561402119616,48.28491420260922,8.241214486034096
2017-07-10,2525.25,2537.159912,2321.129883,2372.560059,2372.560059,1111200000.0,1111200000.0,-152.68994,-6.047,2410.28328,"July 10, 17",-0.06047,2936.6184948841674,2133.0383069958325,64.93742559727717,40.83604080079745,-7.098071781224007
2017-07-11,2385.889893,2413.469971,2296.810059,2337.790039,2337.790039,1329760000.0,1329760000.0,-48.09985,-2.016,2349.35669,"July 11, 17",-0.02016,2930.412972735035,2145.819434624965,81.49175395664308,39.28060697344163,-21.80881820963168
2017-07-12,2332.77002,2423.709961,2275.139893,2398.840088,2398.840088,1117410048.0,1117410048.0,66.07007,2.832,2365.89665,"July 12, 17",0.02832,2929.044984613514,2150.3242293864864,85.02426303300962,43.36001196801843,-28.215708873373842
2017-07-13,2402.699951,2425.219971,2340.830078,2357.899902,2357.899902,835769984.0,835769984.0,-44.80005,-1.865,2374.64998,"July 13, 17",-0.01865,2929.8040583462925,2146.135556013707,92.16839522766284,41.35355112350046,-36.179689799400876
2017-07-14,2360.590088,2363.25,2183.219971,2233.340088,2233.340088,882502976.0,882502976.0,-127.25,-5.391,2259.93669,"July 14, 17",-0.05391,2932.3523492472477,2140.7216694327517,113.64965571661862,35.9090506253025,-51.94336725655148
2017-07-15,2230.120117,2231.139893,1990.410034,1998.859985,1998.859985,993608000.0,993608000.0,-231.26013,-10.37,2073.46997,"July 15, 17",-0.1037,2946.0946955295412,2118.836925670459,167.08776023101547,28.34390015493905,-82.40684507903097
2017-07-16,1991.97998,2058.77002,1843.030029,1929.819946,1929.819946,1182870016.0,1182870016.0,-62.16003,-3.121,1943.87333,"July 16, 17",-0.03121,2955.5238384570207,2105.0457807829794,211.36943541025548,26.569020518536746,-110.84260038634102
2017-07-17,1932.619995,2230.48999,1932.619995,2228.409912,2228.409912,1201760000.0,1201760000.0,295.78992,15.305,2130.50663,"July 17, 17",0.15305,2952.225547984172,2111.2484657758273,210.5469895534972,43.149658577358615,-108.03901993040063
2017-07-18,2233.52002,2387.610107,2164.77002,2318.879883,2318.879883,1512450048.0,1512450048.0,85.35986,3.822,2290.42,"July 18, 17",0.03822,2950.4692081934018,2115.535596606598,201.39344301991346,47.05082971217145,-97.39429089021496
2017-07-19,2323.080078,2397.169922,2260.22998,2273.429932,2273.429932,1245100032.0,1245100032.0,-49.65015,-2.137,2310.27661,"July 19, 17",-0.02137,2946.456491668325,2123.4667115716748,190.29319069727933,45.36656079653328,-91.57013413348568
2017-07-20,2269.889893,2900.699951,2269.889893,2817.600098,2817.600098,2249260032.0,2249260032.0,547.7102,24.129,2662.72998,"July 20, 17",0.24129,2958.314684849423,2132.8561258305767,217.55120697093426,62.61983034464873,-42.553928171564166
2017-07-21,2838.409912,2838.409912,2621.850098,2667.76001,2667.76001,1489449984.0,1489449984.0,-170.6499,-6.012,2709.34001,"July 21, 17",-0.06012,2962.9792096316246,2138.586806128376,228.98076964764925,57.257842543118876,-15.61902820514024
2017-07-22,2668.629883,2862.419922,2657.709961,2810.120117,2810.120117,1177129984.0,1177129984.0,141.49023,5.302,2776.75,"July 22, 17",0.05302,2975.4380171262737,2138.990801353726,251.91187779896592,60.70087987503998,17.018170084281337
2017-07-23,2808.100098,2832.179932,2653.939941,2730.399902,2730.399902,1072840000.0,1072840000.0,-77.7002,-2.767,2738.83993,"July 23, 17",-0.02767,2982.3964294559564,2140.6343811840434,265.9944909461565,57.888694865022956,36.0352379738938
2017-07-24,2732.699951,2777.26001,2699.189941,2754.860107,2754.860107,866473984.0,866473984.0,22.16016,0.811,2743.77002,"July 24, 17",0.00811,2990.515903216167,2142.2369093438333,281.83888550879124,58.52362510027369,52.47523358001263
2017-07-25,2757.5,2768.080078,2480.959961,2576.47998,2576.47998,1460089984.0,1460089984.0,-181.02002,-6.565,2608.50667,"July 25, 17",-0.06565,2986.897554740796,2141.442054659204,283.6587543585048,52.327395708044975,50.52780993717124
2017-07-26,2577.77002,2610.76001,2450.800049,2529.449951,2529.449951,937404032.0,937404032.0,-48.32007,-1.874,2530.33667,"July 26, 17",-0.01874,2971.397914146193,2143.5916952538073,284.4470566017614,50.800266718205215,44.67455194990589
2017-07-27,2538.709961,2693.320068,2529.340088,2671.780029,2671.780029,789104000.0,789104000.0,133.07007,5.242,2631.48006,"July 27, 17",0.05242,2968.459021055465,2144.1153930245346,289.04621224104295,55.07348839976733,50.93352069549701
2017-07-28,2679.72998,2897.449951,2679.72998,2809.01001,2809.01001,1380099968.0,1380099968.0,129.28003,4.824,2795.39665,"July 28, 17",0.04824,2968.6952980512915,2144.0147117487086,293.75748050673855,58.789974849052946,66.20395314636744
2017-07-29,2807.02002,2808.76001,2692.800049,2726.449951,2726.449951,803745984.0,803745984.0,-80.57007,-2.87,2742.67,"July 29, 17",-0.0287,2962.4905116961045,2146.3250937838957,261.6276961803013,55.799332140546504,70.82751855777451
2017-07-30,2724.389893,2758.530029,2644.850098,2757.179932,2757.179932,705942976.0,705942976.0,32.79004,1.204,2720.18669,"July 30, 17",0.01204,2947.0832733977886,2154.1111309222115,198.31778073010062,56.682616326276175,76.0942133780195
2017-07-31,2763.23999,2889.620117,2720.610107,2875.340088,2875.340088,860574976.0,860574976.0,112.1001,4.057,2828.52344,"July 31, 17",0.04057,2939.12427235038,2158.7593312096196,175.93377197419167,59.99315998946121,88.77925209612613
2017-08-01,2871.300049,2921.350098,2685.610107,2718.26001,2718.26001,1324669952.0,1324669952.0,-153.04004,-5.33,2775.0734,"August 01, 17",-0.0533,2942.0032857641854,2158.225522875815,147.47478025622175,54.076453326348954,85.17533886277761
2017-08-02,2727.129883,2762.530029,2668.590088,2710.669922,2710.669922,1094950016.0,1094950016.0,-16.45996,-0.604,2713.93001,"August 02, 17",-0.00604,2941.6595634670607,2158.3152412529394,90.2749758865505,53.80034864073372,80.77562388094839
2017-08-03,2709.560059,2813.310059,2685.139893,2804.72998,2804.72998,804796992.0,804796992.0,95.16992,3.512,2767.72664,"August 03, 17",0.03512,2953.9544655829945,2157.9547336570054,89.39243854467054,56.74761096097387,83.91140025836512
2017-08-04,2806.929932,2899.330078,2743.719971,2895.889893,2895.889893,1002120000.0,1002120000.0,88.95996,3.169,2846.31331,"August 04, 17",0.03169,2973.0556926441527,2156.1058991958475,97.95349794520699,59.44770490838237,92.68396569071865
2017-08-05,2897.629883,3290.01001,2874.830078,3252.909912,3252.909912,1945699968.0,1945699968.0,355.28003,12.261,3139.25,"August 05, 17",0.12261,3031.457702519455,2127.0778834405455,164.27588347496788,67.89957644776328,126.98106017258306
2017-08-06,3257.610107,3293.290039,3155.600098,3213.939941,3213.939941,1105030016.0,1105030016.0,-43.67017,-1.341,3220.94336,"August 06, 17",-0.01341,3076.608452282127,2104.2495359978725,198.98273397553905,66.27584238031574,149.29620989857267
2017-08-07,3212.780029,3397.679932,3180.889893,3378.939941,3378.939941,1482279936.0,1482279936.0,166.15991,5.172,3319.16992,"August 07, 17",0.05172,3141.695222478929,2072.388761881071,246.54592084960703,69.59158055643199,178.24060116652936
2017-08-08,3370.219971,3484.850098,3345.830078,3419.939941,3419.939941,1752760064.0,1752760064.0,49.71997,1.475,3416.87337,"August 08, 17",0.01475,3205.582371730512,2041.7152063494877,273.5555337369318,70.37112149594535,202.15725414095095
2017-08-09,3420.399902,3422.76001,3247.669922,3342.469971,3342.469971,1468960000.0,1468960000.0,-77.92993,-2.278,3337.6333,"August 09, 17",-0.02278,3252.0261637652593,2020.0986115947405,272.5291608594899,66.88221032177808,212.4116455694466
2017-08-10,3341.840088,3453.449951,3319.469971,3381.280029,3381.280029,1515110016.0,1515110016.0,39.43994,1.18,3384.73332,"August 10, 17",0.0118,3300.8546439721767,1998.9573286278226,278.30123733376956,67.74496736481964,221.1210264371348
2017-08-11,3373.820068,3679.719971,3372.120117,3650.620117,3650.620117,2021190016.0,2021190016.0,276.80005,8.204,3567.48674,"August 11, 17",0.08204,3378.58008911916,1959.0402916808398,314.6484325032356,73.00158945618166,246.91053668461564
2017-08-12,3650.629883,3949.919922,3613.699951,3884.709961,3884.709961,2219589888.0,2219589888.0,234.08008,6.412,3816.10994,"August 12, 17",0.06412,3480.1911414865976,1903.0212412734022,359.69818455139455,76.57480163341164,282.9760318507656
2017-08-13,3880.040039,4208.390137,3857.800049,4073.26001,4073.26001,3159089920.0,3159089920.0,193.21997,4.98,4046.4834,"August 13, 17",0.0498,3600.4637146588752,1841.330269661124,409.75653493437335,78.98712162445759,323.04870539859576
2017-08-14,4066.100098,4325.129883,3989.159912,4325.129883,4325.129883,2463089920.0,2463089920.0,259.02978,6.37,4213.13989,"August 14, 17",0.0637,3744.2439527042584,1766.978830455741,477.6939214678844,81.6984045920282,370.8553915754019
2017-08-15,4326.990234,4455.970215,3906.179932,4181.930176,4181.930176,3258050048.0,3258050048.0,-145.06006,-3.352,4181.36011,"August 15, 17",-0.03352,3853.8510986909887,1725.5108934690115,485.7049582654828,75.71661569064935,392.6611617643475
2017-08-16,4200.339844,4381.22998,3994.419922,4376.629883,4376.629883,2272039936.0,2272039936.0,176.29004,4.197,4250.75993,"August 16, 17",0.04197,3978.560010906238,1673.7691785337618,490.26327843427083,78.06790210531959,420.8022841315915
2017-08-17,4384.439941,4484.700195,4243.709961,4331.689941,4331.689941,2553359872.0,2553359872.0,-52.75,-1.203,4353.3667,"August 17, 17",-0.01203,4087.208991207455,1635.3961943125446,474.2555565640284,76.23308941671301,434.4697517625482
2017-08-18,4324.339844,4370.129883,4015.399902,4160.620117,4160.620117,2941710080.0,2941710080.0,-163.71973,-3.786,4182.04997,"August 18, 17",-0.03786,4169.622857258093,1617.8343302219066,432.3161530081822,69.53363067552203,426.58006378381015
2017-08-19,4137.75,4243.259766,3970.550049,4193.700195,4193.700195,2975820032.0,2975820032.0,55.9502,1.352,4135.83667,"August 19, 17",0.01352,4249.784880740691,1606.1867110193095,417.4239120917555,70.0811740690372,418.1762396661802
2017-08-20,4189.310059,4196.290039,4069.879883,4087.659912,4087.659912,2109769984.0,2109769984.0,-101.65015,-2.426,4117.94328,"August 20, 17",-0.02426,4314.783017674021,1607.3129686059779,381.25034325040997,65.98718677111785,398.36745187412
2017-08-21,4090.47998,4109.140137,3988.600098,4001.73999,4001.73999,2800890112.0,2800890112.0,-88.73999,-2.169,4033.16008,"August 21, 17",-0.02169,4369.536334537374,1612.370452502625,351.4550400317725,62.78666898958684,371.45393544587796
2017-08-22,3998.350098,4128.759766,3674.580078,4100.52002,4100.52002,3764239872.0,3764239872.0,102.16992,2.555,3967.95329,"August 22, 17",0.02555,4429.610577615354,1613.7546078646465,319.27011436872897,64.89477458026371,354.0146422277867
2017-08-23,4089.01001,4255.779785,4078.409912,4151.52002,4151.52002,2369819904.0,2369819904.0,62.51001,1.529,4161.90324,"August 23, 17",0.01529,4490.7842193356555,1614.5761712243443,261.901999582445,65.96674549307347,340.3853994816718
2017-08-24,4137.600098,4376.390137,4130.259766,4334.680176,4334.680176,2037750016.0,2037750016.0,197.08008,4.763,4280.44336,"August 24, 17",0.04763,4564.095817438688,1610.5721805613132,189.33142625521836,69.56157963434775,340.4392485269477
2017-08-25,4332.819824,4455.700195,4307.350098,4371.600098,4371.600098,1727970048.0,1727970048.0,38.78027,0.895,4378.2168,"August 25, 17",0.00895,4636.423860620791,1608.7657389392093,143.86039108217076,70.24386545127736,339.5469673569846
2017-08-26,4372.060059,4379.279785,4269.52002,4352.399902,4352.399902,1511609984.0,1511609984.0,-19.66016,-0.45,4333.73324,"August 26, 17",-0.0045,4701.9545610164005,1616.5846381435997,123.32948058525204,69.37297382363884,333.4467659918337
2017-08-27,4345.100098,4416.589844,4317.290039,4382.879883,4382.879883,1537459968.0,1537459968.0,37.77978,0.869,4372.25326,"August 27, 17",0.00869,4766.654121885962,1624.346669074037,123.26656078463519,70.00866362526862,327.29889427849
2017-08-28,4384.450195,4403.930176,4224.640137,4382.660156,4382.660156,1959330048.0,1959330048.0,-1.79004,-0.041,4337.07682,"August 28, 17",-0.00041,4826.672371411557,1638.897228148443,126.95709006033256,69.99738449416901,318.7347556622981
2017-08-29,4389.209961,4625.680176,4352.129883,4579.02002,4579.02002,2486080000.0,2486080000.0,189.81006,4.324,4518.94336,"August 29, 17",0.04324,4895.576683152738,1658.2513148472606,151.91717572723866,74.02488268873479,324.0566902773917
2017-08-30,4570.359863,4626.52002,4471.410156,4565.299805,4565.299805,1937849984.0,1937849984.0,-5.06006,-0.111,4554.40999,"August 30, 17",-0.00111,4957.152703656351,1685.77568498365,168.1106529624384,73.28462658843259,323.4388533487345
2017-08-31,4555.589844,4736.049805,4549.399902,4703.390137,4703.390137,1944930048.0,1944930048.0,147.80029,3.244,4662.94661,"August 31, 17",0.03244,5026.8360100204145,1708.274380579586,199.70340723305293,75.8971473645852,330.28463319837647
2017-09-01,4701.759766,4892.009766,4678.529785,4892.009766,4892.009766,2599079936.0,2599079936.0,190.25,4.046,4820.84977,"September 01, 17",0.04046,5106.201526580886,1730.2732585791136,244.02265301974924,78.92829126483306,346.9307885768894
2017-09-02,4901.419922,4975.040039,4469.240234,4578.77002,4578.77002,2722139904.0,2722139904.0,-322.6499,-6.583,4674.3501,"September 02, 17",-0.06583,5149.063054161087,1781.2289282789136,244.95220155833715,64.43588317783744,331.0312349779815
2017-09-03,4585.27002,4714.080078,4417.589844,4582.959961,4582.959961,1933190016.0,1933190016.0,-2.31006,-0.05,4571.54329,"September 03, 17",-0.0005,5175.49173204614,1858.1642494338591,234.0046342749809,64.52970166443527,315.1361243466099
2017-09-04,4591.629883,4591.629883,4108.399902,4236.310059,4236.310059,2987330048.0,2987330048.0,-355.31982,-7.738,4312.11328,"September 04, 17",-0.07738,5168.927223974885,1956.988362025115,210.12787449018913,52.24902165755813,271.43841159158546
2017-09-05,4228.290039,4427.839844,3998.110107,4376.529785,4376.529785,2697969920.0,2697969920.0,148.23975,3.506,4267.49325,"September 05, 17",0.03506,5180.800326403638,2031.0400545163611,188.86170426356486,55.904620711805634,245.294615791021
2017-09-06,4376.589844,4617.25,4376.589844,4597.120117,4597.120117,2172100096.0,2172100096.0,220.53027,5.039,4530.31999,"September 06, 17",0.05039,5206.0760403019085,2096.8939499780918,170.2176890861507,60.96716072852446,239.61315421746167
2017-09-07,4589.140137,4655.040039,4491.330078,4599.879883,4599.879883,1844620032.0,1844620032.0,10.73975,0.234,4582.08333,"September 07, 17",0.00234,5223.2412535217945,2172.7867347982055,165.98134163376307,61.027445099398804,232.6513846972366
2017-09-08,4605.160156,4661.0,4075.179932,4228.75,4228.75,2700890112.0,2700890112.0,-376.41016,-8.174,4321.64331,"September 08, 17",-0.08174,5237.125987406806,2215.347996993194,178.3712195036429,49.872360629169854,194.93990640421544
2017-09-09,4229.810059,4308.819824,4114.109863,4226.060059,4226.060059,1386230016.0,1386230016.0,-3.75,-0.089,4216.32992,"September 09, 17",-0.00089,5243.254817978744,2271.5511683812574,188.71590702910413,49.80130640150848,162.9577568196073
2017-09-10,4229.339844,4245.439941,3951.040039,4122.939941,4122.939941,1679090048.0,1679090048.0,-106.3999,-2.516,4106.47331,"September 10, 17",-0.02516,5247.420526338579,2319.89825298142,210.38808071260308,47.0347822508059,127.81734238357876
2017-09-11,4122.470215,4261.669922,4099.399902,4161.27002,4161.27002,1557330048.0,1557330048.0,38.7998,0.941,4174.11328,"September 11, 17",0.00941,5247.663267836658,2376.890316203342,224.68536826640627,48.18694525126561,101.88674088089465
2017-09-12,4168.879883,4344.649902,4085.219971,4130.810059,4130.810059,1864530048.0,1864530048.0,-38.06982,-0.913,4186.89331,"September 12, 17",-0.00913,5244.875910330822,2434.7156717891785,237.1377145587191,47.30626922626267,77.97978565365338
2017-09-13,4131.97998,4131.97998,3789.919922,3882.590088,3882.590088,2219409920.0,2219409920.0,-249.38989,-6.036,3934.83,"September 13, 17",-0.06036,5222.874680460608,2508.961305979392,271.713289566897,40.76754010926296,38.559583322867184
2017-09-14,3875.370117,3920.600098,3153.860107,3154.949951,3154.949951,2716310016.0,2716310016.0,-720.42017,-18.59,3409.80339,"September 14, 17",-0.1859,5196.057714193437,2560.7982722465626,401.6362176007271,28.38264918598577,-50.80998308812332
2017-09-15,3166.300049,3733.449951,2946.620117,3637.52002,3637.52002,4148069888.0,4148069888.0,471.21997,14.882,3439.1967,"September 15, 17",0.14882,5170.733751755795,2624.751834324204,392.56170060112817,41.151250715308755,-81.75422496467581
2017-09-16,3637.75,3808.840088,3487.790039,3625.040039,3625.040039,1818400000.0,1818400000.0,-12.70996,-0.349,3640.55672,"September 16, 17",-0.00349,5150.480464984835,2677.6463222551656,400.0870317156987,40.94792364980903,-106.06217107348857
2017-09-17,3606.280029,3664.810059,3445.639893,3582.879883,3582.879883,1239149952.0,1239149952.0,-23.40015,-0.649,3564.44328,"September 17, 17",-0.00649,5123.394388102205,2738.989596417795,398.8328277616898,40.2248548741813,-127.2613758131738
2017-09-18,3591.090088,4079.22998,3591.090088,4065.199951,4065.199951,1943209984.0,1943209984.0,474.10986,13.202,3911.84001,"September 18, 17",0.13202,5100.814045547372,2813.8907397326284,395.2411183440818,50.90551787693405,-103.94449232645229
2017-09-19,4073.790039,4094.070068,3868.870117,3924.969971,3924.969971,1563980032.0,1563980032.0,-148.82007,-3.653,3962.63672,"September 19, 17",-0.03653,5078.444959559436,2878.2450210405636,383.73775814005705,48.20845536147654,-95.67816330037158
2017-09-20,3916.360107,4031.389893,3857.72998,3905.949951,3905.949951,1213830016.0,1213830016.0,-10.41016,-0.266,3931.68994,"September 20, 17",-0.00266,5040.716749570428,2963.4808286695716,345.77133629531744,47.838238568866736,-89.62861180358095
2017-09-21,3901.469971,3916.419922,3613.629883,3631.040039,3631.040039,1411480064.0,1411480064.0,-270.42993,-6.931,3720.36328,"September 21, 17",-0.06931,4996.4354078774095,3044.5769750425898,302.2616587705576,42.7304335597599,-105.79766145363283
2017-09-22,3628.02002,3758.27002,3553.530029,3630.699951,3630.699951,1194829952.0,1194829952.0,2.67993,0.074,3647.5,"September 22, 17",0.00074,4955.211738261897,3118.8394434981037,291.62427931987486,42.72435612579718,-117.28717846773452
2017-09-23,3629.919922,3819.209961,3594.580078,3792.399902,3792.399902,928113984.0,928113984.0,162.47998,4.476,3735.39665,"September 23, 17",0.04476,4915.38437472729,3194.5272073927094,270.6578457032814,46.61236206099331,-112.05318939937888
2017-09-24,3796.149902,3796.149902,3666.899902,3682.840088,3682.840088,768014976.0,768014976.0,-113.30981,-2.985,3715.29663,"September 24, 17",-0.02985,4899.513001758576,3227.595787401424,256.93452785535925,44.41253479221481,-115.41534051221242
2017-09-25,3681.580078,3950.25,3681.580078,3926.070068,3926.070068,1374210048.0,1374210048.0,244.48999,6.641,3852.63338,"September 25, 17",0.06641,4878.181743743508,3277.4122504964926,237.9188598977779,50.04871226705078,-97.33126858623064
2017-09-26,3928.409912,3969.889893,3869.899902,3892.350098,3892.350098,1043740032.0,1043740032.0,-36.05981,-0.918,3910.7133,"September 26, 17",-0.00918,4864.6753335804515,3311.455066939549,218.13272546930736,49.30238302264406,-84.74356005634445
2017-09-27,3892.939941,4210.049805,3884.820068,4200.669922,4200.669922,1686880000.0,1686880000.0,307.72998,7.905,4098.51327,"September 27, 17",0.07905,4856.489941548569,3350.8696582114317,246.6870770932441,55.793541714546905,-49.32034308214543
2017-09-28,4197.129883,4279.310059,4109.700195,4174.72998,4174.72998,1712320000.0,1712320000.0,-22.3999,-0.534,4187.91341,"September 28, 17",-0.00534,4840.535438705925,3400.1145614140746,203.84932953360598,55.15371599494852,-23.07433834073936
2017-09-29,4171.620117,4214.629883,4039.290039,4163.069824,4163.069824,1367049984.0,1367049984.0,-8.55029,-0.205,4138.99658,"September 29, 17",-0.00205,4823.905289761025,3448.016302158974,212.46693758540584,54.84922928892674,-3.1784286847582734
2017-09-30,4166.109863,4358.430176,4160.859863,4338.709961,4338.709961,1207449984.0,1207449984.0,172.6001,4.143,4286.0,"September 30, 17",0.04143,4825.460177569959,3473.985008110041,231.9895560513404,58.56041780242351,26.456935150381014
2017-10-01,4341.049805,4403.740234,4269.810059,4403.740234,4403.740234,1208210048.0,1208210048.0,62.69043,1.444,4359.09684,"October 01, 17",0.01444,4835.170308515143,3485.0360880848575,242.30886214290632,59.87544451497889,54.561621640586054
2017-10-02,4395.810059,4470.22998,4377.459961,4409.319824,4409.319824,1431730048.0,1431730048.0,13.50976,0.307,4419.00326,"October 02, 17",0.00307,4845.046837383799,3488.601951776202,265.91844271578833,59.99275295732398,76.40427354441454
2017-10-03,4408.459961,4432.470215,4258.890137,4317.47998,4317.47998,1288019968.0,1288019968.0,-90.97998,-2.064,4336.28011,"October 03, 17",-0.02064,4844.751514047977,3488.591278992024,276.43691869931735,57.03686340769909,85.32050302411699
2017-10-04,4319.370117,4352.310059,4210.419922,4229.359863,4229.359863,1116770048.0,1116770048.0,-90.01025,-2.084,4264.02995,"October 04, 17",-0.02084,4845.919901825339,3489.320078694661,278.3190650260197,54.27369465636065,84.30431447375122
2017-10-05,4229.879883,4362.640137,4164.049805,4328.410156,4328.410156,1161769984.0,1161769984.0,98.53027,2.329,4285.03337,"October 05, 17",0.02329,4843.878844242426,3489.432347197574,259.46305252129645,56.80668587829181,90.44887029926213
