,start,tweet_count,sentimentscore
584,2019-08-28,48371,
585,2019-08-29,45783,
586,2019-08-30,42216,
587,2019-08-31,35021,
588,2019-09-01,36046,
589,2019-09-02,45650,
590,2019-09-03,51499,
591,2019-09-04,45641,
592,2019-09-05,43290,
593,2019-09-06,53437,
594,2019-09-07,38618,
595,2019-09-08,35564,
596,2019-09-09,45190,
597,2019-09-10,46021,
598,2019-09-11,44271,
599,2019-09-12,45296,
600,2019-09-13,40495,
601,2019-09-14,34487,
602,2019-09-15,34610,
603,2019-09-16,48504,
604,2019-09-17,45202,
605,2019-09-18,48042,
606,2019-09-19,45964,
607,2019-09-20,43900,
608,2019-09-21,34949,
609,2019-09-23,51845,
610,2019-09-24,53618,
611,2019-09-25,55227,
612,2019-09-26,47139,
613,2019-09-27,45611,
614,2019-09-28,35204,
615,2019-09-29,33647,
616,2019-09-30,40858,3.93541002166
617,2019-10-01,44695,7.3717394112
618,2019-10-02,39672,7.444246031573
619,2019-10-03,41035,4.598647274672
620,2019-10-04,38030,6.702685725866001
621,2019-10-05,33623,8.507808035727
622,2019-10-06,36213,4.37668715452
623,2019-10-07,41906,6.389618370252
624,2019-10-08,38828,3.165813095501
625,2019-10-09,43485,6.4656973039097
626,2019-10-10,43906,4.9615053778437
627,2019-10-11,42026,5.4860366658010005
628,2019-10-12,32959,4.5136511330077
629,2019-10-13,32773,3.472743323827
630,2019-10-14,37851,4.831004250596
631,2019-10-15,41572,4.961419477292
632,2019-10-16,47042,3.808966787613
633,2019-10-17,47195,6.558826837267
634,2019-10-18,44062,6.321802889711
635,2019-10-19,38484,6.292363756557
636,2019-10-20,34918,5.113904709437
637,2019-10-21,41765,6.377489369006001
638,2019-10-23,48826,2.577651861206
639,2019-10-24,46813,4.770735041361
640,2019-10-25,52920,5.4595159448247
641,2019-10-26,59795,4.0479528885327
642,2019-10-27,40656,7.113342078261001
643,2019-10-28,48553,2.405389935089
644,2019-10-29,47494,5.687464051389001
645,2019-10-30,46147,7.387334685885
646,2019-10-31,52404,4.1795118155890005
647,2019-11-01,45066,3.6293928186
648,2019-11-02,37488,4.067566012406
649,2019-11-03,33484,4.817649949923
650,2019-11-04,45344,5.413823505509999
651,2019-11-05,45647,2.7095276726917
652,2019-11-06,45312,3.640842996662
653,2019-11-07,41528,3.511681609611
654,2019-11-08,42231,3.8068263926207
655,2019-11-09,34779,8.792177190736
656,2019-11-10,34387,4.89941843588
657,2019-11-11,45865,5.41814416441
658,2019-11-12,43863,6.0313763692157
659,2019-11-13,41307,4.317495047377
660,2019-11-14,44703,5.3254663587447
661,2019-11-15,40125,2.129613745451
662,2019-11-16,32091,5.7907308553787
663,2019-11-17,32562,3.696172437508
664,2019-11-18,42273,3.887050926926
665,2019-11-19,44483,5.196174698001999
666,2019-11-20,45628,5.688065621917
667,2019-11-22,50464,3.4138933036420003
668,2019-11-23,35802,5.065925314439999
669,2019-11-24,35705,5.2905196065037
670,2019-11-25,49740,4.72743110998
671,2019-11-26,48813,2.6429108839717
672,2019-11-27,47135,7.184366455733
673,2019-11-28,41377,6.109501722103
674,2019-11-29,41470,6.7660086645327
675,2019-11-30,33195,4.603900299139
676,2019-12-01,30448,6.472602795863001
677,2019-12-02,38085,6.753248739229
678,2019-12-03,39535,3.798754505691
679,2019-12-04,44914,4.6742944306747
680,2019-12-05,44792,4.189353235621
681,2019-12-06,39165,2.837560642949
682,2019-12-07,33395,4.13141314186
683,2019-12-08,33208,5.6367752878517
684,2019-12-09,41420,6.189967876385
685,2019-12-10,39826,5.6140748615087
686,2019-12-11,40681,4.312784548437
687,2019-12-12,41091,4.08423418051
688,2019-12-13,39559,3.681695156866
689,2019-12-14,38114,7.05672142887
690,2019-12-15,34107,2.8487829998430003
691,2019-12-16,43930,6.754413878108701
692,2019-12-17,47494,5.416679227009
693,2019-12-18,46215,3.6321325007337
694,2019-12-19,49945,5.448960216696
695,2019-12-20,43875,6.79587415565
696,2019-12-22,35021,6.886029883457001
697,2019-12-23,42669,4.163038486592
698,2019-12-24,38684,5.119145672751
699,2019-12-25,35553,8.522320763476
700,2019-12-26,40598,2.5878599406027
701,2019-12-27,39082,3.0245006172860003
702,2019-12-28,34957,7.09261593856
703,2019-12-29,34194,3.67837371494
704,2019-12-30,37180,8.386436773527
705,2019-12-31,36416,4.911329973587001
706,2020-01-01,33655,2.61298303397
707,2020-01-02,40596,6.3946512456917
708,2020-01-03,46410,7.178545460246
709,2020-01-04,37117,3.844876542946
710,2020-01-05,35723,3.33683229381
711,2020-01-06,40750,7.135241671483
712,2020-01-07,48765,5.896996409890001
713,2020-01-08,49757,4.899844856741
714,2020-01-09,47433,7.056627714991
715,2020-01-10,54206,3.957496230812
716,2020-01-11,41389,2.8541518284227
717,2020-01-12,35276,3.9116729824
718,2020-01-13,39585,7.392151258757
719,2020-01-14,53205,4.189900407122
720,2020-01-15,49755,3.37370007879
721,2020-01-16,45824,7.804832434510001
722,2020-01-17,44428,4.2416832190700005
